"peaks1"	"seqnames"	"start"	"end"	"width"	"strand"	"peakNames"	"peaks2"	"seqnames"	"start"	"end"	"width"	"strand"	"score"	"signalValue"	"pValue"	"qValue"	"peak"	"overlapFeature"	"shortestDistance"
"030"	"11"	95384647	95384932	286	"*"	LH20_HO1_ol_merged__057	"GroupA_HO1_GroupA_LH20_peak_315"	"11"	95384647	95384905	259	"*"	34	2.09029	3.42816	0	220	"includeFeature"	0
"031"	"11"	97309676	97310146	471	"*"	LH20_HO1_ol_merged__058	"GroupA_HO1_GroupA_LH20_peak_327"	"11"	97309676	97310146	471	"*"	99	3.90443	9.93079	5.26689	197	"overlap"	0
"032"	"11"	100320562	100321333	772	"*"	LH20_HO1_ol_merged__059	"GroupA_HO1_GroupA_LH20_peak_347"	"11"	100320624	100321333	710	"*"	64	2.95139	6.45656	2.03619	379	"overlapStart"	0
"033"	"11"	101442400	101442831	432	"*"	LH20_HO1_ol_merged__060	"GroupA_HO1_GroupA_LH20_peak_357"	"11"	101442400	101442694	295	"*"	76	3.14478	7.64121	3.1023	140	"includeFeature"	0
"034"	"11"	101562575	101563149	575	"*"	LH20_HO1_ol_merged__061	"GroupA_HO1_GroupA_LH20_peak_358"	"11"	101562575	101562827	253	"*"	45	2.64943	4.59156	0.55745	126	"includeFeature"	0
"035"	"11"	101644624	101645394	771	"*"	LH20_HO1_ol_merged__063	"GroupA_HO1_GroupA_LH20_peak_361"	"11"	101644624	101644884	261	"*"	35	2.30151	3.5723	0	212	"includeFeature"	0
"036"	"11"	101658077	101658588	512	"*"	LH20_HO1_ol_merged__065	"GroupA_HO1_GroupA_LH20_peak_363"	"11"	101658077	101658588	512	"*"	125	4.11617	12.53872	7.79604	140	"overlap"	0
"037"	"11"	102604870	102605307	438	"*"	LH20_HO1_ol_merged__066	"GroupA_HO1_GroupA_LH20_peak_368"	"11"	102604870	102605307	438	"*"	60	2.66037	6.04301	1.68751	176	"overlap"	0
"038"	"11"	106779272	106779947	676	"*"	LH20_HO1_ol_merged__067	"GroupA_HO1_GroupA_LH20_peak_375"	"11"	106779593	106779947	355	"*"	34	2.08973	3.42645	0	3	"overlapStart"	0
"039"	"11"	106786919	106787225	307	"*"	LH20_HO1_ol_merged__068	"GroupA_HO1_GroupA_LH20_peak_376"	"11"	106786919	106787180	262	"*"	60	2.92462	6.00823	1.65981	239	"includeFeature"	0
"040"	"11"	106987874	106988610	737	"*"	LH20_HO1_ol_merged__069	"GroupA_HO1_GroupA_LH20_peak_378"	"11"	106988236	106988610	375	"*"	62	2.94632	6.2552	1.85846	303	"overlapStart"	0
"041"	"11"	115412918	115413738	821	"*"	LH20_HO1_ol_merged__070	"GroupA_HO1_GroupA_LH20_peak_386"	"11"	115413412	115413738	327	"*"	53	2.65676	5.39893	1.16387	172	"overlapStart"	0
"042"	"11"	116023431	116024492	1062	"*"	LH20_HO1_ol_merged__071	"GroupA_HO1_GroupA_LH20_peak_387"	"11"	116023538	116024492	955	"*"	70	2.67936	7.06805	2.57646	617	"overlapStart"	0
"043"	"11"	120484288	120484881	594	"*"	LH20_HO1_ol_merged__072	"GroupA_HO1_GroupA_LH20_peak_395"	"11"	120484288	120484810	523	"*"	46	2.37469	4.66043	0.61302	468	"includeFeature"	0
"044"	"11"	120800055	120800441	387	"*"	LH20_HO1_ol_merged__073	"GroupA_HO1_GroupA_LH20_peak_400"	"11"	120800055	120800441	387	"*"	51	2.75371	5.18722	0.99112	280	"overlap"	0
"045"	"11"	121354131	121354492	362	"*"	LH20_HO1_ol_merged__074	"GroupA_HO1_GroupA_LH20_peak_401"	"11"	121354239	121354492	254	"*"	62	2.95417	6.27793	1.87897	183	"overlapStart"	0
"046"	"12"	21070881	21071499	619	"*"	LH20_HO1_ol_merged__076	"GroupA_HO1_GroupA_LH20_peak_410"	"12"	21071070	21071499	430	"*"	41	2.54846	4.18841	0.30984	259	"overlapStart"	0
"047"	"12"	23463219	23463713	495	"*"	LH20_HO1_ol_merged__077	"GroupA_HO1_GroupA_LH20_peak_411"	"12"	23463219	23463671	453	"*"	69	2.99603	6.9715	2.48898	162	"includeFeature"	0
"048"	"12"	43345678	43346345	668	"*"	LH20_HO1_ol_merged__079	"GroupA_HO1_GroupA_LH20_peak_420"	"12"	43345678	43346124	447	"*"	42	2.28032	4.23407	0.34358	317	"includeFeature"	0
"049"	"12"	51377486	51377886	401	"*"	LH20_HO1_ol_merged__081	"GroupA_HO1_GroupA_LH20_peak_424"	"12"	51377593	51377886	294	"*"	55	2.94206	5.501	1.22161	102	"overlapStart"	0
"050"	"12"	54696635	54697014	380	"*"	LH20_HO1_ol_merged__082	"GroupA_HO1_GroupA_LH20_peak_427"	"12"	54696635	54697014	380	"*"	105	4.11889	10.53447	5.84498	227	"overlap"	0
"051"	"12"	54710132	54711207	1076	"*"	LH20_HO1_ol_merged__083	"GroupA_HO1_GroupA_LH20_peak_428"	"12"	54710166	54710727	562	"*"	149	5.00151	14.95866	10.16652	186	"includeFeature"	34
"052"	"12"	54738370	54738908	539	"*"	LH20_HO1_ol_merged__084	"GroupA_HO1_GroupA_LH20_peak_429"	"12"	54738398	54738869	472	"*"	173	5.44282	17.34405	12.51342	171	"includeFeature"	28
"053"	"12"	79123689	79124048	360	"*"	LH20_HO1_ol_merged__086	"GroupA_HO1_GroupA_LH20_peak_443"	"12"	79123691	79124048	358	"*"	55	2.94206	5.501	1.22161	216	"overlapStart"	0
"054"	"12"	97061442	97061786	345	"*"	LH20_HO1_ol_merged__087	"GroupA_HO1_GroupA_LH20_peak_456"	"12"	97061460	97061782	323	"*"	219	4.19842	21.93921	17.06293	106	"includeFeature"	4
"055"	"12"	120028706	120028965	260	"*"	LH20_HO1_ol_merged__088	"GroupA_HO1_GroupA_LH20_peak_469"	"12"	120028706	120028965	260	"*"	2204	2.04493	220.43069	214.64336	67	"overlap"	0
"056"	"13"	23555156	23555674	519	"*"	LH20_HO1_ol_merged__091	"GroupA_HO1_GroupA_LH20_peak_483"	"13"	23555321	23555674	354	"*"	49	2.64912	4.90454	0.79596	72	"overlapStart"	0
"057"	"13"	23621847	23622541	695	"*"	LH20_HO1_ol_merged__092	"GroupA_HO1_GroupA_LH20_peak_484"	"13"	23621847	23622541	695	"*"	75	3.33504	7.57232	3.03841	378	"overlap"	0
"058"	"13"	66122165	66122925	761	"*"	LH20_HO1_ol_merged__094	"GroupA_HO1_GroupA_LH20_peak_500"	"13"	66122165	66122633	469	"*"	31	1.90512	3.10336	0	60	"includeFeature"	0
"059"	"13"	66433159	66433777	619	"*"	LH20_HO1_ol_merged__095	"GroupA_HO1_GroupA_LH20_peak_503"	"13"	66433269	66433640	372	"*"	33	1.7446	3.35362	0	144	"includeFeature"	110
"060"	"14"	3002280	3002830	551	"*"	LH20_HO1_ol_merged__099	"GroupA_HO1_GroupA_LH20_peak_521"	"14"	3002280	3002677	398	"*"	80	2.72401	8.0678	3.49934	211	"includeFeature"	0
"061"	"14"	3826046	3826582	537	"*"	LH20_HO1_ol_merged__100	"GroupA_HO1_GroupA_LH20_peak_525"	"14"	3826046	3826328	283	"*"	45	2.4709	4.5527	0.5244	18	"includeFeature"	0
"062"	"14"	5073269	5073629	361	"*"	LH20_HO1_ol_merged__102	"GroupA_HO1_GroupA_LH20_peak_536"	"14"	5073269	5073523	255	"*"	41	2.19898	4.19624	0.31446	198	"includeFeature"	0
"063"	"14"	43630457	43630996	540	"*"	LH20_HO1_ol_merged__104	"GroupA_HO1_GroupA_LH20_peak_614"	"14"	43630660	43630996	337	"*"	59	2.3549	5.98949	1.64195	231	"overlapStart"	0
"064"	"14"	50807454	50807757	304	"*"	LH20_HO1_ol_merged__105	"GroupA_HO1_GroupA_LH20_peak_620"	"14"	50807454	50807757	304	"*"	89	2.54368	8.99399	4.37501	209	"overlap"	0
"065"	"14"	51063802	51066022	2221	"*"	LH20_HO1_ol_merged__106	"GroupA_HO1_GroupA_LH20_peak_621"	"14"	51063802	51064492	691	"*"	69	3.20247	6.98378	2.49971	116	"includeFeature"	0
"065"	"14"	51063802	51066022	2221	"*"	LH20_HO1_ol_merged__106	"GroupA_HO1_GroupA_LH20_peak_622"	"14"	51064840	51065708	869	"*"	126	4.5602	12.68534	7.9385	424	"includeFeature"	314
"066"	"14"	51408829	51409152	324	"*"	LH20_HO1_ol_merged__107	"GroupA_HO1_GroupA_LH20_peak_623"	"14"	51408888	51409141	254	"*"	85	3.67758	8.51849	3.91897	128	"includeFeature"	11
"067"	"14"	55681359	55681955	597	"*"	LH20_HO1_ol_merged__108	"GroupA_HO1_GroupA_LH20_peak_633"	"14"	55681451	55681877	427	"*"	42	2.46839	4.26787	0.37299	353	"includeFeature"	78
"068"	"14"	74732424	74733073	650	"*"	LH20_HO1_ol_merged__109	"GroupA_HO1_GroupA_LH20_peak_656"	"14"	74732424	74732799	376	"*"	58	2.9356	5.8541	1.5218	323	"includeFeature"	0
"069"	"14"	75820417	75820767	351	"*"	LH20_HO1_ol_merged__110	"GroupA_HO1_GroupA_LH20_peak_657"	"14"	75820417	75820690	274	"*"	50	2.38935	5.09941	0.91831	226	"includeFeature"	0
"070"	"15"	41246199	41246727	529	"*"	LH20_HO1_ol_merged__115	"GroupA_HO1_GroupA_LH20_peak_672"	"15"	41246199	41246681	483	"*"	94	3.82368	9.4353	4.79571	104	"includeFeature"	0
"071"	"15"	80082851	80083266	416	"*"	LH20_HO1_ol_merged__116	"GroupA_HO1_GroupA_LH20_peak_679"	"15"	80082851	80083125	275	"*"	60	3.08917	6.067	1.68964	186	"includeFeature"	0
"072"	"16"	3122121	3123310	1190	"*"	LH20_HO1_ol_merged__117	"GroupA_HO1_GroupA_LH20_peak_692"	"16"	3122121	3123129	1009	"*"	47	1.77886	4.78658	0.70895	749	"includeFeature"	0
"073"	"16"	18247841	18248671	831	"*"	LH20_HO1_ol_merged__120	"GroupA_HO1_GroupA_LH20_peak_708"	"16"	18248296	18248577	282	"*"	51	2.6157	5.12087	0.93175	190	"includeFeature"	94
"074"	"16"	20141202	20141515	314	"*"	LH20_HO1_ol_merged__121	"GroupA_HO1_GroupA_LH20_peak_710"	"16"	20141238	20141512	275	"*"	32	2.26588	3.24698	0	250	"includeFeature"	3
"075"	"16"	23107689	23109914	2226	"*"	LH20_HO1_ol_merged__122	"GroupA_HO1_GroupA_LH20_peak_721"	"16"	23107689	23108629	941	"*"	101	3.78446	10.10668	5.43581	173	"includeFeature"	0
"075"	"16"	23107689	23109914	2226	"*"	LH20_HO1_ol_merged__122	"GroupA_HO1_GroupA_LH20_peak_722"	"16"	23108899	23109914	1016	"*"	78	3.53048	7.87899	3.31857	430	"overlapStart"	0
"076"	"16"	29579303	29580095	793	"*"	LH20_HO1_ol_merged__123	"GroupA_HO1_GroupA_LH20_peak_727"	"16"	29579303	29580095	793	"*"	60	3.06724	6.01074	1.66157	155	"overlap"	0
"077"	"16"	30188380	30189048	669	"*"	LH20_HO1_ol_merged__124	"GroupA_HO1_GroupA_LH20_peak_729"	"16"	30188380	30188936	557	"*"	77	3.18433	7.76674	3.21973	332	"includeFeature"	0
"078"	"16"	70272993	70273283	291	"*"	LH20_HO1_ol_merged__125	"GroupA_HO1_GroupA_LH20_peak_755"	"16"	70272993	70273283	291	"*"	63	2.986	6.36984	1.9591	139	"overlap"	0
"079"	"16"	84704008	84704872	865	"*"	LH20_HO1_ol_merged__126	"GroupA_HO1_GroupA_LH20_peak_757"	"16"	84704008	84704872	865	"*"	55	2.94206	5.501	1.22161	740	"overlap"	0
"080"	"17"	9030870	9031183	314	"*"	LH20_HO1_ol_merged__127	"GroupA_HO1_GroupA_LH20_peak_772"	"17"	9030892	9031183	292	"*"	99	2.12685	9.90578	5.24228	235	"overlapStart"	0
"081"	"17"	33684809	33685378	570	"*"	LH20_HO1_ol_merged__128	"GroupA_HO1_GroupA_LH20_peak_780"	"17"	33685106	33685378	273	"*"	105	4.11889	10.53447	5.84498	153	"overlapStart"	0
"082"	"17"	37296169	37296660	492	"*"	LH20_HO1_ol_merged__129	"GroupA_HO1_GroupA_LH20_peak_787"	"17"	37296169	37296660	492	"*"	107	4.10691	10.78743	6.0897	161	"overlap"	0
"083"	"17"	56613433	56614174	742	"*"	LH20_HO1_ol_merged__131	"GroupA_HO1_GroupA_LH20_peak_794"	"17"	56613437	56614174	738	"*"	35	2.17415	3.57186	0	503	"overlapStart"	0
"084"	"17"	63558284	63558699	416	"*"	LH20_HO1_ol_merged__132	"GroupA_HO1_GroupA_LH20_peak_795"	"17"	63558284	63558699	416	"*"	36	2.10698	3.67994	0.04197	66	"overlap"	0
"085"	"18"	4196528	4197579	1052	"*"	LH20_HO1_ol_merged__134	"GroupA_HO1_GroupA_LH20_peak_800"	"18"	4196528	4197579	1052	"*"	41	1.50452	4.15703	0.29605	1012	"overlap"	0
"086"	"18"	42558267	42558723	457	"*"	LH20_HO1_ol_merged__135	"GroupA_HO1_GroupA_LH20_peak_806"	"18"	42558292	42558556	265	"*"	39	2.27768	3.98779	0.16554	15	"includeFeature"	25
"087"	"18"	90602238	90602587	350	"*"	LH20_HO1_ol_merged__136	"GroupA_HO1_GroupA_LH20_peak_811"	"18"	90602266	90602531	266	"*"	452	1.62514	45.28268	40.30521	122	"includeFeature"	28
"088"	"19"	5798021	5798960	940	"*"	LH20_HO1_ol_merged__137	"GroupA_HO1_GroupA_LH20_peak_817"	"19"	5798021	5798397	377	"*"	66	3.23627	6.65253	2.19891	88	"includeFeature"	0
"089"	"19"	5945960	5946292	333	"*"	LH20_HO1_ol_merged__139	"GroupA_HO1_GroupA_LH20_peak_822"	"19"	5945960	5946231	272	"*"	39	2.50075	3.92921	0.12911	132	"includeFeature"	0
"090"	"19"	45074669	45075070	402	"*"	LH20_HO1_ol_merged__140	"GroupA_HO1_GroupA_LH20_peak_837"	"19"	45074669	45075070	402	"*"	31	2.07062	3.17487	0	352	"overlap"	0
"091"	"19"	45748831	45749696	866	"*"	LH20_HO1_ol_merged__141	"GroupA_HO1_GroupA_LH20_peak_838"	"19"	45748831	45749559	729	"*"	78	3.14329	7.84128	3.29088	602	"includeFeature"	0
"092"	"2"	32966427	32967184	758	"*"	LH20_HO1_ol_merged__143	"GroupA_HO1_GroupA_LH20_peak_849"	"2"	32966427	32966858	432	"*"	60	3.08917	6.067	1.68964	283	"includeFeature"	0
"093"	"2"	75669135	75670753	1619	"*"	LH20_HO1_ol_merged__145	"GroupA_HO1_GroupA_LH20_peak_855"	"2"	75669135	75670428	1294	"*"	85	3.67758	8.51849	3.91897	135	"includeFeature"	0
"094"	"2"	151160975	151161405	431	"*"	LH20_HO1_ol_merged__150	"GroupA_HO1_GroupA_LH20_peak_869"	"2"	151161079	151161405	327	"*"	31	1.95812	3.19736	0	166	"overlapStart"	0
"095"	"2"	182012782	182013163	382	"*"	LH20_HO1_ol_merged__151	"GroupA_HO1_GroupA_LH20_peak_882"	"2"	182012792	182013121	330	"*"	254	1.69179	25.4598	20.55214	250	"includeFeature"	10
"096"	"3"	80014355	80015011	657	"*"	LH20_HO1_ol_merged__155	"GroupA_HO1_GroupA_LH20_peak_894"	"3"	80014483	80015011	529	"*"	67	2.16899	6.75172	2.28882	473	"overlapStart"	0
"097"	"3"	96219950	96220575	626	"*"	LH20_HO1_ol_merged__157	"GroupA_HO1_GroupA_LH20_peak_903"	"3"	96219950	96220575	626	"*"	44	2.64786	4.43111	0.42853	465	"overlap"	0
"098"	"3"	96239570	96240326	757	"*"	LH20_HO1_ol_merged__158	"GroupA_HO1_GroupA_LH20_peak_904"	"3"	96239570	96240256	687	"*"	64	2.61083	6.48579	2.06305	106	"includeFeature"	0
"099"	"3"	96488596	96488963	368	"*"	LH20_HO1_ol_merged__159	"GroupA_HO1_GroupA_LH20_peak_906"	"3"	96488695	96488963	269	"*"	100	3.86965	10.09876	5.42957	99	"overlapStart"	0
"100"	"3"	121427153	121427660	508	"*"	LH20_HO1_ol_merged__160	"GroupA_HO1_GroupA_LH20_peak_911"	"3"	121427219	121427496	278	"*"	39	2.50075	3.92921	0.12911	80	"includeFeature"	66
"101"	"4"	7621919	7622445	527	"*"	LH20_HO1_ol_merged__162	"GroupA_HO1_GroupA_LH20_peak_915"	"4"	7621919	7622445	527	"*"	82	3.40601	8.22853	3.64975	75	"overlap"	0
"102"	"4"	60405612	60406196	585	"*"	LH20_HO1_ol_merged__163	"GroupA_HO1_GroupA_LH20_peak_929"	"4"	60405811	60406196	386	"*"	41	2.32928	4.13993	0.28182	297	"overlapStart"	0
"103"	"4"	134734548	134734924	377	"*"	LH20_HO1_ol_merged__166	"GroupA_HO1_GroupA_LH20_peak_941"	"4"	134734548	134734901	354	"*"	45	2.40755	4.50153	0.48736	142	"includeFeature"	0
"104"	"4"	146050443	146050896	454	"*"	LH20_HO1_ol_merged__167	"GroupA_HO1_GroupA_LH20_peak_947"	"4"	146050443	146050896	454	"*"	88	3.53216	8.83985	4.22713	135	"overlap"	0
"105"	"5"	14989054	14989425	372	"*"	LH20_HO1_ol_merged__169	"GroupA_HO1_GroupA_LH20_peak_976"	"5"	14989151	14989425	275	"*"	51	1.62012	5.16291	0.96928	62	"overlapStart"	0
"106"	"5"	15511367	15511980	614	"*"	LH20_HO1_ol_merged__171	"GroupA_HO1_GroupA_LH20_peak_980"	"5"	15511367	15511980	614	"*"	63	1.65524	6.34813	1.93904	96	"overlap"	0
"107"	"5"	15589347	15590096	750	"*"	LH20_HO1_ol_merged__174	"GroupA_HO1_GroupA_LH20_peak_986"	"5"	15589347	15590096	750	"*"	72	2.02422	7.20539	2.70309	420	"overlap"	0
"108"	"5"	15597722	15598349	628	"*"	LH20_HO1_ol_merged__175	"GroupA_HO1_GroupA_LH20_peak_988"	"5"	15597773	15598173	401	"*"	67	1.86603	6.76014	2.29666	301	"includeFeature"	51
"109"	"5"	15613818	15614165	348	"*"	LH20_HO1_ol_merged__176	"GroupA_HO1_GroupA_LH20_peak_989"	"5"	15613818	15614165	348	"*"	55	1.68798	5.58865	1.29538	188	"overlap"	0
"110"	"5"	15625921	15626273	353	"*"	LH20_HO1_ol_merged__177	"GroupA_HO1_GroupA_LH20_peak_990"	"5"	15625979	15626273	295	"*"	50	1.78315	5.06976	0.89121	74	"overlapStart"	0
"111"	"5"	28071911	28073102	1192	"*"	LH20_HO1_ol_merged__179	"GroupA_HO1_GroupA_LH20_peak_1002"	"5"	28072229	28072868	640	"*"	33	2.1608	3.32005	0	266	"includeFeature"	234
"112"	"5"	30887817	30888729	913	"*"	LH20_HO1_ol_merged__180	"GroupA_HO1_GroupA_LH20_peak_1006"	"5"	30888330	30888729	400	"*"	65	3.2133	6.59271	2.15813	244	"overlapStart"	0
"113"	"5"	65391015	65391476	462	"*"	LH20_HO1_ol_merged__182	"GroupA_HO1_GroupA_LH20_peak_1011"	"5"	65391059	65391476	418	"*"	44	2.64786	4.43111	0.42853	43	"overlapStart"	0
"114"	"5"	65391603	65392369	767	"*"	LH20_HO1_ol_merged__183	"GroupA_HO1_GroupA_LH20_peak_1012"	"5"	65391837	65392369	533	"*"	55	2.94206	5.501	1.22161	159	"overlapStart"	0
"115"	"5"	68434311	68434720	410	"*"	LH20_HO1_ol_merged__184	"GroupA_HO1_GroupA_LH20_peak_1016"	"5"	68434311	68434690	380	"*"	44	2.64786	4.43111	0.42853	41	"includeFeature"	0
"116"	"5"	88554806	88555271	466	"*"	LH20_HO1_ol_merged__186	"GroupA_HO1_GroupA_LH20_peak_1021"	"5"	88554806	88555271	466	"*"	44	2.61003	4.49184	0.47885	375	"overlap"	0
"117"	"5"	92972877	92973462	586	"*"	LH20_HO1_ol_merged__187	"GroupA_HO1_GroupA_LH20_peak_1027"	"5"	92972877	92973145	269	"*"	44	2.64786	4.43111	0.42853	104	"includeFeature"	0
"118"	"5"	113771503	113771852	350	"*"	LH20_HO1_ol_merged__188	"GroupA_HO1_GroupA_LH20_peak_1035"	"5"	113771503	113771852	350	"*"	58	2.93484	5.85204	1.5218	313	"overlap"	0
"119"	"5"	114443407	114444011	605	"*"	LH20_HO1_ol_merged__189	"GroupA_HO1_GroupA_LH20_peak_1039"	"5"	114443407	114443856	450	"*"	34	2.16779	3.44612	0	442	"includeFeature"	0
"120"	"5"	115489454	115490454	1001	"*"	LH20_HO1_ol_merged__190	"GroupA_HO1_GroupA_LH20_peak_1042"	"5"	115489454	115490417	964	"*"	134	4.7073	13.43006	8.67019	743	"includeFeature"	0
"121"	"5"	123543398	123544308	911	"*"	LH20_HO1_ol_merged__191	"GroupA_HO1_GroupA_LH20_peak_1044"	"5"	123543455	123544308	854	"*"	93	2.59982	9.32066	4.68514	713	"overlapStart"	0
"122"	"5"	125384292	125385527	1236	"*"	LH20_HO1_ol_merged__192	"GroupA_HO1_GroupA_LH20_peak_1047"	"5"	125384292	125385527	1236	"*"	92	3.65604	9.20922	4.57735	562	"overlap"	0
"123"	"5"	125388380	125389710	1331	"*"	LH20_HO1_ol_merged__193	"GroupA_HO1_GroupA_LH20_peak_1048"	"5"	125388380	125389689	1310	"*"	84	3.33828	8.47089	3.88158	973	"includeFeature"	0
